City_ID,City,Country,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Weather Desc
234,Coihaique,CL,-45.5752,-72.0662,66.15,27,0,10.36,clear sky
235,Avera,US,33.194,-82.5271,65.08,86,100,8.7,overcast clouds
236,Pacific Grove,US,36.6177,-121.9166,59.88,64,0,18.41,clear sky
237,Kurchum,KZ,48.5722,83.6542,-3.19,88,9,2.44,clear sky
238,Cockburn Town,TC,21.4612,-71.1419,77.27,73,4,16.93,clear sky
239,Talnakh,RU,69.4865,88.3972,15.21,82,100,19.95,overcast clouds
240,Brufut,GM,13.3814,-16.7518,71.69,73,71,9.22,broken clouds
241,Garowe,SO,8.4054,48.4845,69.51,76,2,7.14,clear sky
242,Ossora,RU,59.2353,163.0719,-12.41,79,35,3.29,scattered clouds
243,Praia,CV,14.9215,-23.5087,70.34,78,75,17.27,broken clouds
244,Tateyama,JP,34.9833,139.8667,35.02,60,88,5.86,overcast clouds
245,Mecca,SA,21.4267,39.8261,71.44,34,0,1.97,clear sky
246,Yulara,AU,-25.2406,130.9889,67.84,49,0,6.91,clear sky
247,Amga,RU,60.8953,131.9608,-1.19,99,100,2.64,light snow
248,Fort Nelson,CA,58.8053,-122.7002,-0.81,60,0,0.0,clear sky
249,Kholodnyy,RU,62.7167,147.95,-42.38,99,71,0.63,broken clouds
250,Puerto Suarez,BO,-18.95,-57.8,82.63,68,57,5.88,broken clouds
251,Meulaboh,ID,4.1363,96.1285,75.25,91,79,3.62,broken clouds
252,Cabedelo,BR,-6.9811,-34.8339,83.07,73,72,11.07,broken clouds
253,Novoagansk,RU,61.9449,76.6625,18.95,94,100,9.71,overcast clouds
254,Ankang,CN,32.68,109.0172,41.29,54,100,1.72,overcast clouds
255,Vanderhoof,CA,54.0166,-124.0198,12.88,52,13,10.07,few clouds
256,Vostok,RU,46.4856,135.8833,1.33,96,100,3.2,light snow
257,Vardo,NO,70.3705,31.1107,23.2,59,100,6.33,overcast clouds
258,Camana,PE,-16.6228,-72.7111,73.04,82,76,6.85,broken clouds
259,Mumford,GH,5.2618,-0.759,80.19,88,28,10.29,scattered clouds
260,Lazaro Cardenas,MX,17.9583,-102.2,84.58,53,1,14.05,clear sky
261,Hailey,US,43.5196,-114.3153,26.46,63,0,9.22,clear sky
262,Bani Walid,LY,31.7566,13.9942,53.73,68,3,3.69,clear sky
263,Cedar City,US,37.6775,-113.0619,36.18,93,100,4.61,snow
264,Sembe,CG,1.6481,14.5806,75.4,64,76,2.06,broken clouds
265,Tilichiki,RU,60.4667,166.1,-20.79,89,24,10.04,few clouds
266,Atascocita,US,29.9988,-95.1766,82.65,65,40,12.66,scattered clouds
267,Diamantino,BR,-14.4086,-56.4461,71.87,94,75,4.85,broken clouds
268,Viesca,MX,25.35,-102.8,89.96,11,8,19.64,clear sky
269,Banjarmasin,ID,-3.3244,114.591,75.34,95,100,2.62,light rain
270,Roma,US,43.2128,-75.4557,53.46,43,0,0.0,clear sky
271,Ilulissat,GL,69.2167,-51.1,-0.38,71,75,9.22,broken clouds
272,Holland,US,42.7875,-86.1089,42.42,79,0,17.27,clear sky
273,Usevya,TZ,-7.1,31.2333,65.07,94,100,2.13,overcast clouds
274,Laguna,US,38.421,-121.4238,62.06,27,0,12.66,clear sky
275,Muscat,OM,23.6139,58.5922,73.42,62,0,13.49,clear sky
276,Porto San Giorgio,IT,43.1827,13.7934,48.18,81,77,21.41,light rain
277,Honiara,SB,-9.4333,159.95,87.3,66,96,1.77,overcast clouds
278,Bourail,NC,-21.5667,165.4833,84.87,65,88,4.92,overcast clouds
279,Hovd,MN,48.0056,91.6419,-9.27,90,41,2.95,scattered clouds
280,Butembo,CD,0.15,29.2833,59.63,60,99,2.8,overcast clouds
281,Lityn,UA,49.3251,28.0809,41.04,92,100,8.16,overcast clouds
282,Paita,PE,-5.0892,-81.1144,84.76,78,39,13.44,scattered clouds
283,Channel-Port Aux Basques,CA,47.5702,-59.1367,30.27,84,32,21.85,scattered clouds
284,Longyearbyen,SJ,78.2186,15.6401,-2.36,84,20,4.61,few clouds
285,Port Blair,IN,11.6667,92.75,71.64,94,20,2.3,mist
286,Berezovyy,RU,51.6667,135.7,-5.96,91,60,4.05,broken clouds
287,Noumea,NC,-22.2763,166.4572,82.99,99,99,6.58,overcast clouds
288,Barrhead,GB,55.7992,-4.3929,46.65,87,75,8.05,broken clouds
289,Ivybridge,GB,50.3904,-3.9191,49.08,90,67,12.1,broken clouds
290,Iskateley,RU,67.6803,53.1512,11.44,97,95,4.99,overcast clouds
291,Comodoro Rivadavia,AR,-45.8667,-67.5,57.06,54,20,10.36,few clouds
292,Hammerfest,NO,70.6634,23.6821,16.25,73,0,4.61,clear sky
293,Piuma,BR,-20.8378,-40.7219,76.06,91,84,9.69,broken clouds
294,Orumiyeh,IR,37.5527,45.0761,35.15,75,40,4.61,scattered clouds
295,Ust-Tsilma,RU,65.441,52.1498,19.15,96,99,5.68,overcast clouds
296,Xiaoweizhai,CN,26.1903,107.5125,31.21,90,100,6.93,light snow
297,Huangchuan,CN,32.1272,115.0394,38.25,56,100,2.75,overcast clouds
298,Barentin,FR,49.5453,0.9552,47.52,81,38,14.38,scattered clouds
299,Hervey Bay,AU,-25.2986,152.8535,82.04,77,4,8.01,clear sky
300,Hualmay,PE,-11.0964,-77.6139,73.38,78,96,6.78,overcast clouds
301,Biloela,AU,-24.4167,150.5,81.1,56,0,6.6,clear sky
302,Nishihara,JP,26.1842,127.7558,56.86,82,75,12.66,broken clouds
303,Pevek,RU,69.7008,170.3133,-34.89,94,99,2.01,overcast clouds
304,Vanimo,PG,-2.6741,141.3028,78.3,88,100,4.41,moderate rain
305,Kavaratti,IN,10.5669,72.642,80.4,66,1,13.29,clear sky
306,Nioro,GM,13.35,-15.75,79.54,30,84,4.03,broken clouds
307,Airai,TL,-8.9266,125.4092,60.04,98,100,0.67,moderate rain
308,Zhangjiakou,CN,40.81,114.8794,-1.46,86,3,4.9,light snow
309,Yar-Sale,RU,66.8333,70.8333,18.23,96,100,8.01,overcast clouds
310,Aguilas,ES,37.4063,-1.5829,58.21,46,0,6.38,clear sky
311,Darab,IR,28.7519,54.5444,51.31,46,50,3.13,scattered clouds
312,Kloulklubed,PW,7.0419,134.2556,81.1,80,94,25.84,overcast clouds
313,Port Macquarie,AU,-31.4333,152.9167,77.9,80,96,0.51,overcast clouds
314,Isangel,VU,-19.55,169.2667,84.63,70,96,7.34,overcast clouds
315,Lebu,CL,-37.6167,-73.65,63.34,66,94,5.64,overcast clouds
316,Sterling,US,39.0062,-77.4286,64.4,23,75,13.8,broken clouds
317,Hasaki,JP,35.7333,140.8333,32.29,37,45,6.64,scattered clouds
318,Lavrentiya,RU,65.5833,-171.0,21.09,95,100,2.17,light snow
319,Chara,RU,56.9064,118.2631,-6.12,81,98,1.81,overcast clouds
320,Yangjiang,CN,21.85,111.9667,49.95,93,100,8.32,overcast clouds
321,Petropavlovsk-Kamchatskiy,RU,53.0452,158.6483,27.19,64,75,11.18,broken clouds
322,Zhob,PK,31.3411,69.4481,52.57,40,76,5.91,broken clouds
323,Puerto Madero,MX,14.7208,-92.4215,83.01,60,42,8.95,scattered clouds
324,Veinticinco De Mayo,AR,-35.4323,-60.1727,75.06,57,74,7.81,broken clouds
325,Hirara,JP,24.8,125.2833,62.87,82,75,13.8,broken clouds
326,Skibbereen,IE,51.55,-9.2667,53.11,87,99,18.68,overcast clouds
327,Oktyabrskiy,RU,54.4815,53.471,27.99,93,98,7.0,overcast clouds
328,Tabuk,PH,17.4189,121.4443,71.02,96,100,0.69,overcast clouds
329,Ottumwa,US,41.02,-92.4113,60.21,64,75,13.8,broken clouds
330,Inuvik,CA,68.3499,-133.7218,-3.14,74,20,6.91,few clouds
331,Dunedin,NZ,-45.8742,170.5036,63.81,67,73,7.45,light rain
332,Natal,BR,-5.795,-35.2094,82.62,78,40,11.5,scattered clouds
333,Turukhansk,RU,65.8167,87.9833,17.1,87,100,17.31,overcast clouds
334,Maragogi,BR,-9.0122,-35.2225,79.75,74,13,8.21,few clouds
335,Masty,BY,53.4122,24.5387,36.54,74,42,17.47,scattered clouds
336,Moose Factory,CA,51.2585,-80.6094,-7.6,49,0,4.61,clear sky
337,Porto Novo,BJ,6.4965,2.6036,79.68,83,61,5.82,broken clouds
338,Bam,IR,29.106,58.357,53.35,46,20,0.85,few clouds
339,Felipe Carrillo Puerto,MX,19.5833,-88.05,79.61,68,40,6.33,scattered clouds
340,Narrabri,AU,-30.3167,149.7833,72.52,73,75,4.61,broken clouds
341,Paamiut,GL,61.994,-49.6678,-4.0,77,25,8.39,scattered clouds
342,Ambilobe,MG,-13.2,49.05,74.89,95,100,4.36,light rain
343,Bossangoa,CF,6.4926,17.4552,74.55,20,47,2.13,scattered clouds
344,Hami,CN,42.8,93.45,28.8,34,0,5.19,clear sky
345,Blagoyevo,RU,63.3667,47.9167,15.71,97,100,3.18,overcast clouds
346,Chalmette,US,29.9427,-89.9634,78.78,71,75,16.11,broken clouds
347,Zyryanka,RU,65.75,150.85,-39.96,99,60,5.5,broken clouds
348,Anloga,GH,5.7947,0.8973,80.83,86,46,10.36,scattered clouds
349,San Buenaventura,MX,27.0833,-101.5333,97.48,10,0,19.69,clear sky
350,Bambanglipuro,ID,-7.95,110.2833,76.68,89,88,3.51,moderate rain
351,Puerto Del Rosario,ES,28.5004,-13.8627,60.48,63,20,5.75,few clouds
352,Nador,MA,35.174,-2.9287,55.65,88,0,3.44,clear sky
353,Kahului,US,20.8947,-156.47,82.42,75,40,21.85,scattered clouds
354,Hamilton,US,39.1834,-84.5333,65.25,47,75,17.27,broken clouds
355,Roura,GF,4.7263,-52.3274,76.96,94,100,3.44,overcast clouds
356,Saint-Pierre,RE,-21.3393,55.4781,83.88,61,100,17.27,overcast clouds
357,Alta Floresta,BR,-9.8756,-56.0861,73.58,97,67,3.65,broken clouds
358,Balaipungut,ID,1.05,101.2833,77.41,98,100,1.23,overcast clouds
359,Lata,PT,40.1629,-8.3327,55.81,77,4,3.78,clear sky
360,Kaduqli,SD,11.0167,29.7167,72.99,14,28,10.09,scattered clouds
361,Batangafo,CF,7.3008,18.2833,73.87,21,56,3.38,broken clouds
362,Kropotkin,RU,45.4375,40.5756,42.76,90,80,6.24,broken clouds
363,Bibiani,GH,6.4635,-2.3194,75.15,84,91,1.97,overcast clouds
364,Nome,US,64.5011,-165.4064,33.87,86,100,21.85,overcast clouds
365,Port Lincoln,AU,-34.7333,135.8667,63.7,64,9,9.69,clear sky
366,Parana,AR,-31.732,-60.5238,82.56,44,4,6.13,clear sky
367,College,US,64.8569,-147.8028,18.81,72,100,5.75,overcast clouds
368,Qostanay,KZ,53.1667,63.5833,24.17,93,100,9.8,overcast clouds
369,Bako,ET,5.7833,36.5667,66.09,57,76,4.07,broken clouds
370,Walvis Bay,NA,-22.9575,14.5053,71.1,88,7,5.75,clear sky
371,Kudahuvadhoo,MV,2.6708,72.8944,81.12,68,0,8.39,clear sky
372,Humaita,BR,-7.5061,-63.0208,75.4,97,100,2.42,overcast clouds
373,Xai-Xai,MZ,-25.0519,33.6442,74.59,82,53,7.18,broken clouds
374,Brae,GB,60.3964,-1.353,30.11,56,82,5.32,broken clouds
375,Charters Towers,AU,-20.1,146.2667,80.46,66,10,8.84,clear sky
376,Grootfontein,NA,-19.5667,18.1167,67.57,83,38,3.44,scattered clouds
377,Nikolayevsk-Na-Amure,RU,53.1406,140.73,-9.11,98,75,4.54,broken clouds
378,Tessalit,ML,20.1986,1.0114,73.9,9,21,9.48,few clouds
379,Kupang,ID,-10.1667,123.5833,75.04,93,100,5.01,overcast clouds
380,Stornoway,GB,58.2093,-6.3865,44.92,81,75,28.77,broken clouds
381,Makakilo City,US,21.3469,-158.0858,79.12,62,100,14.97,overcast clouds
382,Abilene,US,32.4487,-99.7331,78.66,38,100,12.66,overcast clouds
383,Peruibe,BR,-24.32,-46.9983,76.28,89,12,6.64,few clouds
384,Ahtopol,BG,42.1,27.95,39.67,90,4,8.16,clear sky
385,Castelbuono,IT,37.932,14.0886,53.4,63,47,12.35,scattered clouds
386,Bandarbeyla,SO,9.4942,50.8122,76.41,80,12,14.56,few clouds
387,Ostersund,SE,63.1792,14.6357,19.85,93,100,4.61,overcast clouds
388,Jalu,LY,29.0331,21.5482,60.98,46,20,9.24,few clouds
389,San Julian,MX,21.0167,-102.1667,79.2,19,4,12.64,clear sky
390,Lhokseumawe,ID,5.1801,97.1507,76.14,89,89,4.23,overcast clouds
391,Invermere,CA,50.5167,-116.0354,16.43,34,100,2.39,overcast clouds
392,Novikovo,RU,51.1537,37.8879,36.54,85,100,13.82,overcast clouds
393,Sept-Iles,CA,50.2001,-66.3821,7.32,40,20,12.66,few clouds
394,Port-Gentil,GA,-0.7193,8.7815,81.59,78,100,5.84,overcast clouds
395,Koutsouras,GR,35.0339,25.9469,60.12,82,29,17.34,scattered clouds
396,Guasdualito,VE,7.2424,-70.7324,93.2,29,20,6.91,few clouds
397,Talagante,CL,-33.6667,-70.9333,81.77,50,47,7.87,scattered clouds
398,Codrington,AU,-38.2667,141.9667,62.51,50,48,10.2,scattered clouds
399,Susice,CZ,49.2311,13.5202,39.0,94,93,18.86,overcast clouds
400,Sungaipenuh,ID,-2.0833,101.3833,64.17,95,100,3.4,overcast clouds
401,Macherla,IN,16.4833,79.4333,71.82,71,21,2.64,few clouds
402,Camacha,PT,33.0833,-16.3333,59.76,77,40,16.11,scattered clouds
403,Esperance,AU,-33.8667,121.9,60.64,65,2,12.24,clear sky
404,Vestmanna,FO,62.1564,-7.1664,34.72,75,75,32.21,light snow
405,Gasa,PS,31.5,34.4667,55.38,75,70,5.08,broken clouds
406,Sioux Lookout,CA,50.1001,-91.917,-7.53,59,100,4.61,overcast clouds
407,Thinadhoo,MV,0.5333,72.9333,81.95,72,60,9.66,broken clouds
408,Alofi,NU,-19.0595,-169.9187,80.49,89,100,6.91,overcast clouds
409,Labrea,BR,-7.2586,-64.7981,75.69,97,91,2.93,overcast clouds
410,Vidalia,US,32.2177,-82.4135,69.48,88,100,0.0,light rain
411,Saint Anthony,US,45.0205,-93.218,22.3,71,100,18.41,overcast clouds
412,Yaya,RU,56.206,86.44,16.68,81,31,11.36,scattered clouds
413,Ahipara,NZ,-35.1667,173.1667,76.68,59,22,4.5,few clouds
414,Kununurra,AU,-15.7667,128.7333,82.38,83,94,0.0,overcast clouds
415,Komsomolskiy,UZ,40.4272,71.7189,45.82,56,80,9.22,broken clouds
416,Basoko,CD,1.2391,23.616,74.79,59,67,2.17,broken clouds
417,Altagracia De Orituco,VE,9.8601,-66.3814,73.71,70,54,8.19,broken clouds
418,Sao Felix Do Xingu,BR,-6.6447,-51.995,73.83,97,67,2.28,broken clouds
419,Merauke,ID,-8.4667,140.3333,78.46,89,100,9.51,overcast clouds
420,Luanda,AO,-8.8368,13.2343,80.6,78,40,6.91,scattered clouds
421,Xalpatlahuac,MX,17.4667,-98.6167,77.68,37,22,6.8,few clouds
422,Motygino,RU,58.1831,94.7592,1.35,100,100,1.83,overcast clouds
423,Zhoucheng,CN,35.9122,116.3117,27.41,37,44,6.78,scattered clouds
424,Luanshya,ZM,-13.1367,28.4166,62.13,98,98,2.73,overcast clouds
425,Corowa,AU,-36.0333,146.3833,77.0,42,0,7.52,clear sky
426,Coron,PH,11.9986,120.2043,77.99,82,91,5.53,overcast clouds
427,Andra,RU,62.5147,65.8878,23.85,97,100,7.92,light snow
428,Praia Da Vitoria,PT,38.7333,-27.0667,54.75,93,20,5.79,few clouds
429,Pyatnitskoye,RU,50.4233,37.8273,36.95,84,100,14.5,overcast clouds
430,Maan,PH,5.9339,124.7356,77.59,77,100,2.51,overcast clouds
431,Tokmak,UA,47.2514,35.7058,40.08,90,100,10.29,overcast clouds
432,Mayo,US,38.8876,-76.5119,64.35,61,0,11.5,clear sky
433,Labuhan,ID,-6.8844,112.2051,77.52,87,100,7.74,overcast clouds
434,Lucea,JM,18.451,-78.1736,82.26,74,19,11.45,few clouds
435,Benton,US,36.3334,-94.3335,67.91,77,100,16.11,overcast clouds
436,Mindelo,CV,16.8901,-24.9804,69.35,64,75,25.32,broken clouds
437,Mount Gambier,AU,-37.8333,140.7667,58.91,63,100,9.22,overcast clouds
438,Bubaque,GW,11.2833,-15.8333,76.42,67,23,14.63,few clouds
439,Odweyne,SO,9.4092,45.064,64.24,53,18,9.13,few clouds
440,Fuzhou,CN,26.0614,119.3061,46.29,93,100,2.66,overcast clouds
441,Marzuq,YE,14.4,46.4667,60.66,33,91,4.07,overcast clouds
442,Vengerovo,RU,55.6848,76.7471,20.98,95,98,9.93,overcast clouds
443,Savannah Bight,HN,16.45,-85.85,82.45,75,78,19.51,broken clouds
444,Husavik,IS,66.0449,-17.3389,33.71,75,100,47.78,snow
445,Sorkjosen,NO,69.8,20.9333,12.31,83,74,7.99,broken clouds
446,La Rioja,ES,42.25,-2.5,41.31,95,11,3.6,few clouds
447,Kobayashi,JP,31.9833,130.9833,35.1,66,23,4.61,few clouds
448,Chokurdakh,RU,70.6333,147.9167,-41.53,99,57,6.87,broken clouds
449,Krasnoselkup,RU,65.7,82.4667,16.21,94,100,17.52,light snow
450,Otanche,CO,5.6567,-74.1825,69.64,89,100,1.99,overcast clouds
451,Tayu,ID,-6.5397,111.0518,76.8,89,99,4.88,overcast clouds
452,Kugulta,RU,45.3636,42.3889,39.78,89,100,4.99,overcast clouds
453,Chitipa,MW,-9.7024,33.2697,63.03,96,100,1.97,overcast clouds
454,Kousseri,CM,12.0769,15.0306,76.96,13,19,10.36,few clouds
455,Mandalgovi,MN,45.7625,106.2708,4.95,81,0,8.48,clear sky
456,Itirucu,BR,-13.5317,-40.1503,65.57,96,99,4.09,overcast clouds
457,Zhigansk,RU,66.7697,123.3711,-8.9,98,99,10.18,overcast clouds
458,Chuy,UY,-33.6971,-53.4616,69.84,78,57,10.98,broken clouds
459,Dimapur,IN,25.9,93.7333,53.02,80,43,3.36,scattered clouds
460,Trincomalee,LK,8.5711,81.2335,78.44,81,28,5.46,scattered clouds
461,Caravelas,BR,-17.7125,-39.2481,76.69,85,7,5.48,clear sky
462,Behbahan,IR,30.5959,50.2417,51.12,67,21,3.85,few clouds
463,Aizkraukle,LV,56.6048,25.2553,34.9,90,100,16.75,light snow
464,Betioky,MG,-23.7167,44.3833,75.88,62,0,6.29,clear sky
465,Saldanha,ZA,-33.0117,17.9442,62.65,88,20,11.86,few clouds
466,Tulun,RU,54.5611,100.5792,-3.23,100,98,4.03,overcast clouds
467,Kuminskiy,RU,58.6667,66.5667,19.85,94,83,6.22,broken clouds
